Informazioni cronologiche,Sesso,Quanti anni compi nell'anno corrente 2025?,Qual è l'ultimo titolo di studi che hai conseguito?,Hai mai frequentato un corso universitario o accademico che trattava anche solo in parte di storia medievale?,Regione,Provincia (sigla),Con quali modalità ti informi sul medioevo?,Qual è la tua opinione generale sul medioevo? [Medioevo],Indica la data o il secolo in cui secondo te inizia il medioevo,Perché? Inizio,Indica la data o il secolo in cui secondo te finisce il medioevo,Perché?  Fine, [Feudalesimo],[Superstizione],[Germanico],[Eroico],[Comunale],[Sperimentazione],[Cristiano],[Oscurantismo],[Rinascita],[Decadenza],Quali di questi termini associ più fortemente con la tua idea di medioevo? (Max 5 risposte),[Federico II di Svevia],[Teodorico],[Lorenzo il Magnifico],[Costantino],[Petrarca],[Dante],[Enrico VIII Tudor],[Francesco Hayez],[Leonardo da Vinci],[Martin Lutero],[Giustiniano],[Giotto],[San Francesco],[Sant’Agostino d’Ippona],[Giovanna d’Arco],[Matilde di Canossa],[Carlo Magno],[Riccardo Cuor di Leone],[San Tommaso d’Aquino],[Beato Angelico],Se volessi aggiungere un tuo commento facoltativo su cosa pensi sia il medioevo
30/03/2025 18.14.23,Donna,20-29,Diploma di istruzione liceale,No,Abruzzo,Pe ,Non mi informo,Neutrale,476 a.C., mi ricordo che parte dalla caduta dell’impero romano d’occidente,1942,mi ricordo che finisce con la scoperta dell’america,4,4,3,2,3,1,5,3,2,2,"Crociate, Peste, Vassalli, Stato pontificio","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
30/03/2025 18.22.06,Altro,50-59,Diploma di istruzione tecnica,No,Abruzzo,pe,Podcast,Neutrale,400,fine impero romano,1500,scoperta dell'america,5,5,3,1,2,3,3,4,1,4,"Crociate, Vassalli","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,
30/03/2025 19.13.00,Uomo,30-39,Diploma di istruzione professionale,No,Lombardia,Va ,Non mi informo,Parzialmente positiva,500,Dopo cristo ,1200,A sensazione,2,3,1,2,3,3,3,2,3,3,"Crociate, Stato pontificio, Caccia alle streghe, Invenzione della stampa, Scoperta dell’America",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,
30/03/2025 19.50.58,Uomo,50-59,Diploma di istruzione professionale,No,Campania,CE,Serie TV,Assolutamente negativa,900,Da informazioni assimilate,1300,Da coniscenza acquisita,5,5,4,3,2,1,4,5,3,4,Caccia alle streghe,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
30/03/2025 23.34.06,Uomo,50-59,Licenza media,No,Emilia Romagna,Re,Libri,Parzialmente positiva,476,Caduta dell’ impero romano ,1492,Scoperta America,1,3,5,5,5,4,5,5,2,4,"Repubbliche Marinare, Aratro, Peste",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
31/03/2025 9.47.01,Uomo,50-59,Laurea magistrale,No,Sardegna,ss,Non mi informo,Neutrale,700,caduta impero romano,1400,rinascimento,5,5,5,5,1,3,5,5,1,3,"Invasioni Barbariche, Caccia alle streghe, Normanni, Peste, Vassalli","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
31/03/2025 13.11.08,Donna,60-69,Diploma di istruzione tecnica,No,Emilia Romagna,RE,Libri,Parzialmente negativa,450 dc,,1500,,2,2,5,2,5,1,5,1,2,1,Crociate,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",
31/03/2025 14.25.54,Donna,50-59,Laurea magistrale,Sì,Lombardia,Mb,"Libri, Podcast, Serie TV",Assolutamente positiva,476,Anno della caduta dell'ultimo imperatore romano Romolo Augustolo,1492 anno della scoperta dell'America,Perché gli storici sono soliti far iniziare in questa data l'età moderna,4,3,3,3,3,2,3,2,3,2,"Crociate, Peste, Ungari, Invasioni Barbariche, Caccia alle streghe","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Età di transizione in cui si gettano le basi per la società moderna.
31/03/2025 15.59.55,Donna,50-59,Diploma di istruzione tecnica,No,Veneto,Tv,Non mi informo,Neutrale,Cinquecento ,,con la scoperta dell' America ,,5,4,1,1,1,2,5,2,2,4,"Peste, Vassalli, Caccia alle streghe, Stato pontificio, Scoperta dell’America","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
31/03/2025 16.10.41,Donna,20-29,Laurea triennale,No,Veneto,TV,Non mi informo,Parzialmente negativa,400,,1500,,5,3,1,4,3,2,5,4,2,2,Caccia alle streghe,"No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",
31/03/2025 17.18.24,Donna,30-39,Laurea magistrale,No,Trentino Alto Adige,Trento,"Libri, Podcast, Serie TV",Neutrale,500,caduta impero romano,1500,"non ricordo, ho in testa 500-1500 ma forse è sbagliato",5,4,4,2,5,5,4,2,3,1,"Crociate, Repubbliche Marinare, Caccia alle streghe, Scoperta dell’America, Vassalli",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","periodo di transizione e di cambiamenti. 
contrasto tra episodi negativi ma anche tanta voglia di capire e di scoprire di più il mondo e l'umanità."
31/03/2025 17.25.52,Donna,20-29,Diploma di istruzione liceale,No,Campania,CE,Non mi informo,Neutrale,476,,1492,,5,5,3,3,4,4,4,3,3,2,"Vassalli, Invasioni Barbariche, Caccia alle streghe, Peste, Repubbliche Marinare","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
31/03/2025 19.14.23,Donna,18-19,Licenza media,No,Veneto,TV,Libri,Neutrale,500,,1450,,5,5,2,2,5,3,4,5,2,3,"Stato pontificio, Caccia alle streghe, Aratro, Crociate, Peste","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,
31/03/2025 19.34.28,Donna,20-29,Diploma di istruzione liceale,No,Emilia Romagna,Reggio emilia,Non mi informo,Assolutamente positiva,1600,Vado a memoria,1700,Vado a memoria,2,5,5,5,3,1,4,4,1,3,"Normanni, Caccia alle streghe, Invasioni Barbariche, Crociate, Peste",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
31/03/2025 22.49.56,Donna,18-19,Licenza media,No,Lombardia,MB,Non mi informo,Neutrale,476 aC,Cade l’impero romano d’occidente ,1492,È stata scoperta l’America.,5,4,5,4,5,4,5,3,2,2,"Aratro, Peste, Repubbliche Marinare, Crociate, Vassalli","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
31/03/2025 23.13.43,Uomo,50-59,Diploma di istruzione tecnica,Sì,Lombardia,mb,Libri,Assolutamente positiva,476 dc,caduta impero romano d'Occidente,1492,scoperta dell'America,3,2,3,4,4,3,5,2,4,2,"Invenzione della stampa, Crociate, Repubbliche Marinare","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",epoca sottovalutata perché intrisa di cristianesimo e quindi scomoda
31/03/2025 23.23.11,Donna,50-59,Laurea magistrale,No,Lombardia,Monza e Brianza,Libri,Neutrale,V secolo,Non lo so,XV secolo,"Inizio scoperta dell'America
",3,1,2,3,2,3,2,3,4,2,"Invasioni Barbariche, Stato pontificio",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",
01/04/2025 9.59.17,Donna,60-69,Diploma di istruzione liceale,Sì,Lombardia,MB,"Libri, Film",Assolutamente positiva,A cavallo dell'anno mille,È in mezzo a due periodi diversi ,1500,Iniziano le scoperte di altre Terre ,5,5,2,5,5,3,5,2,4,3,"Repubbliche Marinare, Crociate, Scoperta dell’America, Peste, Caccia alle streghe",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Non lo considero buio ma ricco di passione
01/04/2025 14.41.35,Donna,50-59,Diploma di istruzione professionale,No,Emilia Romagna,Re,Libri,Assolutamente positiva,1400,,1400,Xche'si,3,1,1,1,1,3,1,1,1,1,"Peste, Vassalli, Editto di Rotari, Caccia alle streghe, Crociate","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
01/04/2025 15.48.29,Uomo,20-29,Diploma di istruzione professionale,Sì,Lombardia,Varese,"Libri, Videogiochi, Podcast, Serie TV, Giochi di ruolo",Parzialmente negativa,1100 a.C.,,1300,,4,3,3,4,4,1,5,2,3,3,Crociate,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",Bel periodo 10/10
01/04/2025 15.50.20,Uomo,20-29,Diploma di istruzione tecnica,Sì,Lombardia,MB,"Libri, Podcast, Serie TV",Parzialmente negativa,1000,Post caduta impero romano,1492,Scoperta dell’america,5,5,4,3,5,5,5,4,1,4,"Stato pontificio, Peste, Caccia alle streghe, Crociate, Vassalli","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Periodo molto esteso, immaginario fortemente caratterizzato ai giorni nostri ma con poche fonti di informazioni attendibili che mi facciano evocare un’immagine chiara in testa di come potesse essere in realtà. Forte presenza di iconografia religiosa che non suscita particolarmente il mio interesse."
01/04/2025 17.13.33,Donna,50-59,Laurea magistrale,Sì,Puglia,Le,"Libri, Opere d'arte",Assolutamente positiva,VI-VII,Monachesimo / invasioni barbariche,XIV,Prima dell'Umanesimo,4,2,3,2,3,4,5,1,1,1,"Vassalli, Invasioni Barbariche, Crociate, Normanni, Repubbliche Marinare","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Incontro di culture es di Medioevo il mosaico di Otranto
01/04/2025 17.23.02,Uomo,60-69,Laurea magistrale,Sì,Lombardia,MI,"Libri, Podcast, Serie TV",Parzialmente negativa,313,Cambiamento geopolitico e antropologico: inizia l'Europa ,1517,Cambiamento geopolitico e antropologico ,4,2,4,3,3,3,5,2,4,2,"Repubbliche Marinare, Crociate, Normanni, Vassalli, Stato pontificio","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
01/04/2025 17.27.36,Uomo,60-69,Laurea magistrale,No,Emilia Romagna,BO,"Libri, Serie TV",Parzialmente negativa,465,Crollo impero romano,1492,Scoperta America,5,2,3,3,3,1,5,1,5,1,Vassalli,"Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Età di nascita dell'Europa
